,drought,sst
266,49,2.484323740005493
267,26,2.1408255100250244
268,34,1.7054133415222168
269,54,0.543887197971344
270,60,-0.3793548345565796
271,61,-0.7397560477256775
272,76,-1.1084229946136475
273,78,-1.174190878868103
274,67,-1.0343621969223022
275,69,-1.2184158563613892
276,63,-1.4569711685180664
277,64,-1.4149465560913086
278,64,-1.1876139640808105
279,103,-1.6620681285858154
280,86,-1.5992757081985474
281,62,-1.6046504974365234
282,62,-1.4696046113967896
283,84,-1.4045552015304565
284,84,-1.3937757015228271
285,79,-1.46182119846344
286,74,-1.453380823135376
287,51,-1.4787535667419434
288,39,-1.629270315170288
289,37,-1.6418648958206177
290,31,-1.4890384674072266
291,0,-1.2031269073486328
292,10,-1.1333016157150269
293,8,-1.3516368865966797
294,5,-1.0257394313812256
295,2,-0.8487619161605835
296,1,-0.6185229420661926
297,1,-0.6454215049743652
298,7,-0.6887394189834595
299,15,-0.7171983122825623
300,14,-0.6708666682243347
301,9,-0.614685595035553
302,9,-0.470107764005661
303,6,-0.5233398079872131
304,16,-0.41246387362480164
305,28,-0.30326372385025024
306,38,-0.07269227504730225
307,79,0.013420556671917439
308,116,-0.28833243250846863
309,132,-0.22367657721042633
310,136,-0.3877171277999878
311,142,-0.30802565813064575
312,99,-0.13597463071346283
313,116,0.028667841106653214
314,96,0.27109140157699585
315,129,0.3537522852420807
316,92,0.686837375164032
317,111,1.0924937725067139
318,88,0.9390445947647095
319,65,0.8293535113334656
320,58,1.054663896560669
321,37,1.0756196975708008
322,56,1.119024395942688
323,38,1.0732206106185913
324,45,0.8991637825965881
325,30,1.0439517498016357
326,37,1.134995698928833
327,47,0.4036889374256134
328,45,-0.2959957718849182
329,44,0.029672177508473396
330,59,0.4826555550098419
331,70,0.4842878580093384
332,72,0.39026761054992676
333,95,0.48128101229667664
334,55,0.5018124580383301
335,44,0.4062361419200897
336,49,0.5369151830673218
337,53,0.5690857172012329
338,59,0.26803773641586304
339,39,0.30590635538101196
340,64,-0.23692511022090912
341,41,-0.0019448990933597088
342,42,0.30902841687202454
343,42,0.6478268504142761
344,30,0.7149547934532166
345,21,0.7304539680480957
346,13,0.6730674505233765
347,29,0.7140980362892151
348,33,0.7367943525314331
349,33,0.44969308376312256
350,30,0.844521164894104
351,30,0.7166796326637268
352,29,0.6356474161148071
353,23,0.41341572999954224
354,13,0.0631033331155777
355,7,0.18658347427845
356,34,-0.07199983298778534
357,18,-0.25438904762268066
358,19,-0.6806142330169678
359,17,-0.8072326183319092
360,2,-0.6879290342330933
361,1,-0.5783652067184448
362,0,-0.7058330178260803
363,1,-0.3967631459236145
364,0,0.12732546031475067
365,0,0.17553506791591644
366,0,0.3073929250240326
367,1,0.7145925164222717
368,0,0.9285972118377686
369,2,0.9847870469093323
370,20,1.0330750942230225
371,23,1.0146589279174805
372,35,0.9262868165969849
373,32,0.5289727449417114
374,43,0.19839262962341309
375,59,0.05238781124353409
376,65,-0.28178277611732483
377,57,-0.2170579880475998
378,62,-0.4685320258140564
379,90,-0.7382831573486328
380,87,-1.0384544134140015
381,108,-1.1567904949188232
382,89,-1.3156300783157349
383,72,-1.3544952869415283
384,70,-1.510589599609375
385,65,-1.6553374528884888
386,61,-1.5808215141296387
387,48,-1.4044162034988403
388,37,-0.995673418045044
389,81,-0.7138278484344482
390,105,-0.2503611147403717
391,109,0.14027772843837738
392,92,-0.035699404776096344
393,126,-0.15145909786224365
394,102,-0.3856107294559479
395,154,-0.693024218082428
396,115,-0.704180896282196
397,133,-0.8105719089508057
398,102,-0.8264894485473633
399,84,-0.14799796044826508
400,78,0.4585140347480774
401,62,0.9363442063331604
402,64,1.087198257446289
403,64,1.159108281135559
404,51,1.0300581455230713
405,40,1.1855612993240356
406,42,1.258453369140625
407,38,1.45736825466156
408,39,1.5382579565048218
409,41,1.6654640436172485
410,42,1.6627765893936157
411,59,1.5015596151351929
412,80,0.4968498945236206
413,96,-0.4359520673751831
414,96,-0.970706045627594
415,93,-1.3801140785217285
416,59,-1.6761702299118042
417,48,-1.6431509256362915
418,37,-1.611725091934204
419,24,-1.5747629404067993
420,23,-1.626247763633728
421,20,-1.313361406326294
422,22,-1.2972902059555054
423,19,-1.047261118888855
424,0,-0.7801070809364319
425,0,-0.51780104637146
426,1,-0.56098473072052
427,0,-0.7166714072227478
428,0,-0.8259053230285645
429,0,-1.0221726894378662
430,0,-0.95819091796875
431,0,-0.9172483086585999
432,0,-0.7393201589584351
433,0,-0.47583016753196716
434,1,-0.6074488759040833
435,14,-0.11853102594614029
436,33,0.06904981285333633
437,18,0.5106697678565979
438,16,0.6403668522834778
439,7,0.7747521996498108
440,4,0.5615414977073669
441,13,0.3931139409542084
442,1,0.30336400866508484
443,0,-0.003924338612705469
444,1,-0.21027806401252747
445,0,-0.17821699380874634
446,0,-0.01927054673433304
447,0,-0.016490144655108452
448,3,-0.44665369391441345
449,0,-0.6669915914535522
450,0,-0.5339429974555969
451,11,-0.4445760250091553
452,10,-0.2840600907802582
453,12,-0.02197652868926525
454,11,0.059617605060338974
455,19,-0.09760382771492004
456,16,-0.15205588936805725
457,19,-0.22150586545467377
458,22,0.20935115218162537
459,22,0.6136727333068848
460,13,0.9258748292922974
461,12,0.9666239023208618
462,11,0.7144347429275513
463,26,0.6116868257522583
464,39,0.5660491585731506
465,61,0.7287111282348633
466,87,0.8409402370452881
467,82,0.703785240650177
