,drought,sst
231,37,7.593632198272318
232,35,2.323189198343969
233,13,7.941728301252858
234,11,9.517655107422819
235,12,-1.1091483249817884
236,16,-6.569140027071107
237,18,-13.470643010569034
238,21,-21.840269719242425
239,16,-25.51262598482782
240,19,-18.27625805007358
241,20,-11.773952539416237
242,21,-16.684427943064087
243,25,-25.8772835001
244,37,-27.461654525973767
245,60,-23.638037117513722
246,67,-32.73406438987241
247,76,-29.366236222274935
248,103,-28.07020661221649
249,110,-34.72852356132124
250,34,-28.004330230471833
251,18,-28.557023638804925
252,10,-21.538425865546976
253,9,-25.7475628981225
254,5,-9.17289531151508
255,2,-0.4971710131057445
256,4,12.899541994905784
257,2,29.501703844112107
258,1,33.930779625094175
259,3,42.864191474628036
260,0,52.21128653323642
261,0,49.25392911893814
262,2,55.35876732083103
263,17,57.878536271771836
264,18,76.42953081531452
265,38,79.64371347585615
266,49,71.35774844393748
267,26,60.52656913971924
268,34,43.585725850784016
269,54,24.89404900505843
270,60,3.7273862175659844
271,61,-2.2112046935040377
272,76,-17.831957298312663
273,78,-26.61969213833559
274,67,-31.39192184322621
275,69,-37.33117108319308
276,63,-45.822527946347236
277,64,-47.097398797445386
278,64,-36.51138967447544
279,103,-48.64145848184134
280,86,-51.25874836438069
281,62,-53.832539344082015
282,62,-49.51756689381021
283,84,-44.903328984580135
284,84,-42.29216756081831
285,79,-50.20978369881801
286,74,-46.06410384956869
287,51,-40.793551348271784
288,39,-39.45682541540847
289,37,-44.76449440775296
290,31,-47.006423234917804
291,0,-45.72766898891644
292,10,-47.25767953737925
293,8,-46.371184028733644
294,5,-34.09193260479356
295,2,-26.62976325447027
296,1,-16.183306024140325
297,1,-16.704764813560416
298,7,-22.153108359757965
299,15,-18.997303635397934
300,14,-20.799375884040284
301,9,-16.59621649429486
302,9,-7.2618521374063345
303,6,-6.522620935367984
304,16,-4.362548243736642
305,28,-1.443224777707859
306,38,2.695422183397944
307,79,5.990575770314066
308,116,5.080562774311424
309,132,-1.674949415491997
310,136,-7.898976367109462
311,142,-4.2915233114498
312,99,-0.6844372889715935
313,116,-5.385517786703321
314,96,10.932096453070113
315,129,12.615232140293363
316,92,18.807396344699793
317,111,26.3836508512684
318,88,23.04754619387632
319,65,17.864705883943707
320,58,19.678808648612257
321,37,29.350643778662587
322,56,35.64612873659054
323,38,45.66020365231951
324,45,40.10661114094812
325,30,41.19878081515021
326,37,40.12214180265878
327,47,26.307859812867804
328,45,15.662269941051719
329,44,18.20422191432105
330,59,23.419193523557485
331,70,29.87907187530785
332,72,25.47656283469223
333,95,24.9895476946375
334,55,24.857264939206335
335,44,14.785631681260393
336,49,24.635415614877513
337,53,23.195176171602235
338,59,14.082676411657186
339,39,21.056475242490478
340,64,3.579222181938367
341,41,6.9085125764442346
342,42,11.739163989505247
343,42,21.73658465926011
344,30,23.755030119166733
345,21,24.886219055335015
346,13,23.438679701670488
347,29,23.468297633729144
348,33,26.488263732649447
349,33,18.88191571397148
350,30,29.332658012961932
351,30,29.665578907020524
352,29,34.47157445356382
353,23,29.076062636181206
354,13,20.29845892291446
355,7,21.28713010993812
356,34,8.188941006385098
357,18,-6.714992247657572
358,19,-15.635150127957532
359,17,-16.49338638111144
360,2,-10.439215149859653
361,1,-6.848389976189491
362,0,-12.3348745856205
363,1,-11.290547888430115
364,0,-1.6023336537521369
365,0,2.5683726736308197
366,0,10.970402301163064
367,1,23.922507461370824
368,0,24.744471769125116
369,2,33.28218418373101
370,20,36.29577166563258
371,23,32.98545561260588
372,35,31.77468554740343
373,32,28.788009159083288
374,43,16.893807374648027
375,59,14.28136593996734
376,65,6.454290053098891
377,57,9.56766289087237
378,62,8.120664934070133
379,90,-1.8252228725842081
380,87,-12.97853468008969
381,108,-21.07788273476677
382,89,-28.315043900414626
383,72,-31.613835464875116
384,70,-32.57857415336474
385,65,-44.400331533256264
386,61,-49.12701494358017
387,48,-44.678575383653964
388,37,-28.751185321500067
389,81,-19.667130852210786
390,105,-12.161173717699961
391,109,-0.8930001461263604
392,92,1.0180569059678808
393,126,-4.767614974928259
394,102,-16.18306799396937
395,154,-23.604779609203845
396,115,-21.186294200595814
397,133,-20.71317502721038
398,102,-15.423326296915416
399,84,-8.907153841252482
400,78,5.6247259123875635
401,62,27.824683841278215
402,64,33.63870731216806
403,64,37.11820975701917
404,51,35.16684828037341
405,40,43.92040057280156
406,42,50.75468703542868
407,38,59.83992809057902
408,39,61.25459361028332
409,41,65.8287936929045
410,42,59.761821734990285
411,59,54.82310414840683
412,80,33.75992604549494
413,96,8.573358910141057
414,96,-0.06432976476816554
415,93,-12.511074672019891
416,59,-26.309976958764654
417,48,-30.618567642526756
418,37,-39.16390705102009
419,24,-45.13769241181975
420,23,-48.254915725348155
421,20,-39.72028458286194
422,22,-38.79483588750262
423,19,-36.181399599743585
424,0,-28.63458745408185
425,0,-23.045341710520457
426,1,-22.494618576582997
427,0,-16.14947634675247
428,0,-20.12912023455167
429,0,-21.045263771445132
430,0,-17.69973662467721
431,0,-26.86446248525717
432,0,-16.996116865017044
433,0,-8.438768065779573
434,1,-16.830082392742476
435,14,-3.5698910368798757
436,33,1.5643566812105565
437,18,8.673857773147152
438,16,12.076446810842397
439,7,20.978703181652765
440,4,19.113361631850104
441,13,21.130827269181697
442,1,23.586052571452658
443,0,23.840151998149963
444,1,15.206918780004777
445,0,10.624987422892971
446,0,8.36846385730615
447,0,9.429043416870474
448,3,1.5534863780550963
449,0,-8.394200008713742
450,0,-6.086562565325525
451,11,2.050879261160972
452,10,7.087566026969455
453,12,11.8813386968711
454,11,21.33998647977761
455,19,9.404934176694804
456,16,14.65649850379234
457,19,18.46033067985932
458,22,25.469744363232437
459,22,34.67615113160207
460,13,38.372675691231024
461,12,37.22221161668783
462,11,34.474718123820566
463,26,34.92216619677825
464,39,37.89160202669339
465,61,44.74273238332523
466,87,48.27921639726511
467,82,44.70914619720115
