,drought,sst2,sst41,sst72,drought1,drought12
297,1,-16.704764815200708,-2.399241880181203,4.671963302583068,1.0,84.0
298,7,-22.153108364779122,-1.9377468275224115,5.457411064279281,1.0,79.0
299,15,-18.99730363724662,-3.7259734844903947,-2.883447276616976,7.0,74.0
300,14,-20.79937588032268,-3.9870249209601907,-1.612618539096368,15.0,51.0
301,9,-16.59621649051906,-8.198289332523625,5.696217894302519,14.0,39.0
302,9,-7.261852134289708,-5.680688128615977,3.904163445191152,9.0,37.0
303,6,-6.522620943487655,3.844384984021508,3.497691802537435,9.0,31.0
304,16,-4.362548244526103,6.116212180714342,-1.7412593750269,6.0,0.0
305,28,-1.443224783264112,10.267878489841461,-0.9634434442529478,16.0,10.0
306,38,2.695422177361656,9.500378990626473,-7.761787895063684,28.0,8.0
307,79,5.99057577039301,0.5943624371962714,-7.599482798691558,38.0,5.0
308,116,5.080562771510799,3.750146991841588,-4.213208520463984,79.0,2.0
309,132,-1.6749494123472872,2.8580636488810445,0.6746169176860245,116.0,1.0
310,136,-7.898976366787786,1.6926626146460253,-2.072114836946073,132.0,1.0
311,142,-4.291523307678833,-5.241450387758762,-1.6424671710477246,136.0,7.0
312,99,-0.684437290464573,-8.194268356819626,5.021695007554784,142.0,15.0
313,116,-5.3855177905345775,-4.5523024087856205,4.262341630624274,99.0,14.0
314,96,10.932096448198978,-4.449000233818703,2.7447431011204824,116.0,9.0
315,129,12.615232142921952,-9.844028309957462,-2.237292443634899,96.0,9.0
316,92,18.807396345180358,-5.986461825099614,-9.605873914575133,129.0,6.0
317,111,26.383650854164888,-4.827595713731417,-4.2789069583858526,92.0,16.0
318,88,23.047546209762697,-6.921136536079515,3.7599534460195017,111.0,28.0
319,65,17.86470589269028,-6.510013656668949,2.753495143608128,88.0,38.0
320,58,19.678808652344035,-3.4202823432496032,-1.1020340657569323,65.0,79.0
321,37,29.350643787966987,-0.6479779506166634,-4.042300094277619,58.0,116.0
322,56,35.64612873826748,0.3439708715639784,-6.260564929436186,37.0,132.0
323,38,45.66020366092227,-0.059587908340445056,-0.14297445284709762,56.0,136.0
324,45,40.106611139131466,0.957315808987828,-1.558112382731773,38.0,142.0
325,30,41.19878081768841,2.9799739825242986,-4.518355733956277,45.0,99.0
326,37,40.122141811118894,5.915178676300626,-2.3689015484209275,30.0,116.0
327,47,26.307859812560704,7.604353549208294,-1.653564105430508,37.0,96.0
328,45,15.662269938798257,8.366369248330491,-2.4319369930694874,47.0,129.0
329,44,18.2042219146374,1.1298492120702843,-1.7807340909696308,45.0,92.0
330,59,23.419193530100543,-7.455294952119171,5.841765403346369,44.0,111.0
331,70,29.87907188333866,-4.357082155147803,6.038518484925798,59.0,88.0
332,72,25.476562848506656,-6.169936524940386,0.9405283714604615,70.0,65.0
333,95,24.989547701495813,-4.97766054669235,-1.4851326206003619,72.0,58.0
334,55,24.857264930180285,-1.667805442269386,0.19828814011441093,95.0,37.0
335,44,14.785631681472994,-0.7288569032285824,1.8746471935068971,55.0,56.0
336,49,24.635415608827778,5.174389508750412,-0.8441919146838611,44.0,38.0
337,53,23.195176164911764,12.30503816239994,-1.1949016395958523,49.0,45.0
338,59,14.08267641414893,17.81286990276723,5.502224395515774,53.0,30.0
339,39,21.056475244276847,19.56156791097973,4.135236851355848,59.0,37.0
340,64,3.5792221776052937,9.809387076456243,10.430920217601706,39.0,47.0
341,41,6.90851256738458,13.13081887515808,6.399163100719125,64.0,45.0
342,42,11.739163987515004,11.620255424282465,3.440677854640605,41.0,44.0
343,42,21.736584660474502,3.212705129918356,1.5218927410821206,42.0,59.0
344,30,23.755030115880857,-0.8754968962871403,1.8808550287950008,42.0,70.0
345,21,24.886219054222618,-2.7901313878622673,-1.4625615183497283,30.0,72.0
346,13,23.438679696064366,-9.609864750498588,-7.559624588141395,21.0,95.0
347,29,23.46829763539072,-10.64922186125571,-6.157735813750897,13.0,55.0
348,33,26.488263730623046,-1.9950609830694899,-5.309642937054568,29.0,44.0
349,33,18.881915712408578,2.6629801916652465,-4.458232987437451,33.0,49.0
350,30,29.332658013790454,9.548920484771962,-5.717465585556657,33.0,53.0
351,30,29.665578909559926,11.20624938093568,-0.004092239273142839,30.0,59.0
352,29,34.471574461225856,-1.370305872093253,4.384842836313875,30.0,39.0
353,23,29.07606263483351,-5.0664845608247875,2.66573336213008,29.0,64.0
354,13,20.29845892265372,-2.723317461141478,-0.8284747031296349,23.0,41.0
355,7,21.287130113221075,-4.074191282690191,-7.214380435246921,13.0,42.0
356,34,8.188941009572199,1.4673598890055046,0.3900118981596627,7.0,42.0
357,18,-6.714992245751164,1.6198456093080116,-0.9816835855214976,34.0,30.0
358,19,-15.635150137623103,-0.4674078637893244,3.396101531170302,18.0,21.0
359,17,-16.493386384216667,-5.0178229857913665,2.770328139807663,19.0,13.0
360,2,-10.439215154063717,-0.4110366759507227,4.13394452258687,17.0,29.0
