(52, -10),475
(67, -12),30
(58, -4),447
(38, -8),31
(43, -11),276
(6, -5),5
(22, -8),214
(67, -9),60
(75, -4),69
(57, -6),3
(48, -10),188
(14, -6),498
(70, -6),301
(33, -8),1
(0, -11),303
(54, -6),27
(10, -7),1
(29, -10),31
(1, -4),473
(40, -4),33
(23, -5),41
(39, -10),124
(34, -11),478
(5, -8),397
(46, -11),12
(49, -6),3
(72, -6),3
(64, -4),374
