iter	RMSE
352	14.47533465
353	14.47376522
354	14.4722215
355	14.46596988
356	14.46464404
357	14.4631451
358	14.45709398
359	14.45584751
360	14.45494272
361	14.45215975
362	14.4493384
363	14.44835166
364	14.44656895
365	14.44311778
366	14.43896339
367	14.43801955
368	14.43710402
369	14.43621594
370	14.43481647
371	14.43033146
372	14.42898604
373	14.42827703
374	14.42692281
375	14.42559083
376	14.4243063
377	14.41238838
378	14.40977447
379	14.40928447
380	14.408018
381	14.4055268
382	14.40287629
383	14.40151667
384	14.40024673
385	14.39958896
386	14.39834335
387	14.39750783
388	14.3962813
389	14.39546977
390	14.39426201
391	14.39141381
392	14.38198721
393	14.38103887
394	14.38028989
395	14.3785546
396	14.37793295
397	14.37514398
398	14.3739499
399	14.37243772
400	14.37194036
401	14.37070848
402	14.37060599
403	14.36945639
404	14.36833273
405	14.36721809
406	14.36674194
407	14.36378715
408	14.36263023
409	14.36128559
410	14.360325
411	14.35959176
412	14.3572141
413	14.35624738
414	14.35553393
415	14.35509064
416	14.35465713
417	14.35279253
418	14.3515709
419	14.35116134
420	14.3488624
421	14.34780421
422	14.34676316
423	14.34606898
424	14.34504356
425	14.34415074
426	14.34356066
427	14.34237813
428	14.34138202
429	14.34035033
430	14.33812722
431	14.33774399
432	14.33645648
433	14.33589919
434	14.33493228
435	14.33396775
436	14.33183438
437	14.33153231
438	14.33059666
439	14.329677
440	14.32930841
441	14.32841313
442	14.32760396
443	14.32673457
444	14.32629606
445	14.32515149
446	14.32421005
447	14.32351697
448	14.32238917
449	14.32152113
450	14.32017966
451	14.31934191
452	14.31867005
453	14.31784449
454	14.31609033
455	14.31566697
456	14.31292719
457	14.31064495
458	14.3098472
459	14.30965067
460	14.30886708
461	14.30807807
462	14.30731835
463	14.30699907
464	14.30610062
465	14.30536622
466	14.30505647
467	14.30160907
468	14.30136833
469	14.30067967
470	14.29994814
471	14.29909658
472	14.29837728
473	14.29559574
474	14.29348678
475	14.29183629
476	14.2913358
477	14.29065472
478	14.28999503
479	14.2891964
480	14.2889053
481	14.28867959
482	14.28338179
483	14.28268132
484	14.28200755
485	14.28132882
486	14.28070644
487	14.2801037
488	14.27943372
489	14.27838184
490	14.2773457
491	14.27669909
492	14.27648133
493	14.275846
494	14.27039866
495	14.26977263
496	14.26915657
497	14.26881572
498	14.26744167
499	14.26717503
500	14.26656975
501	14.2659741
502	14.26560161
503	14.26102712
504	14.26082241
505	14.26033799
506	14.25900393
507	14.25798027
508	14.25657843
509	14.25638568
510	14.25618621
511	14.25560434
512	14.25486065
513	14.25440776
514	14.25384426
515	14.25282997
516	14.25206771
517	14.25182456
518	14.25113469
519	14.25056389
520	14.25038384
521	14.24968756
522	14.24912531
523	14.24846359
524	14.24829269
525	14.24771441
526	14.24747749
527	14.24647765
528	14.24453207
529	14.2443154
530	14.24410363
531	14.2431365
532	14.24288011
533	14.24267829
534	14.24213767
535	14.24152384
536	14.24099272
537	14.24046995
538	14.23979141
539	14.2392167
540	14.23869845
541	14.23813269
542	14.23774135
543	14.23723839
544	14.23670633
545	14.23620984
546	14.23610769
547	14.23460787
548	14.23446918
549	14.2339811
550	14.23341546
551	14.22787276
552	14.22740051
553	14.22690524
554	14.22634786
555	14.22617703
556	14.22595715
557	14.22549138
558	14.21606746
559	14.21510878
560	14.21464289
561	14.21434587
562	14.21340153
563	14.20593735
564	14.20102697
565	14.20054533
566	14.20009834
567	14.19965834
568	14.19906664
569	14.19863233
570	14.19850568
571	14.19834395
572	14.19791725
573	14.19775961
574	14.19248973
575	14.19207673
576	14.19164138
577	14.19082216
578	14.19042507
579	14.19035841
580	14.19020662
581	14.18978804
582	14.18932648
583	14.1883983
584	14.18825016
585	14.18780406
586	14.18765935
587	14.1875499
588	14.18294251
589	14.18283489
590	14.1819198
591	14.18178276
592	14.18140298
593	14.18126939
594	14.17677481
595	14.17445135
596	14.17408361
597	14.17378985
598	14.16893059
599	14.16856749
600	14.16843623
601	14.16830799
602	14.16740431
603	14.16701832
604	14.16666684
605	14.16630902
606	14.16596295
607	14.16559399
608	14.16525845
609	14.16344968
610	14.1627438
611	14.16246348
612	14.16218804
613	14.16131419
614	14.16098612
615	14.16071535
616	14.16059092
617	14.16024381
618	14.15992099
619	14.1595405
620	14.15484418
621	14.15441417
622	14.15410769
623	14.15349622
624	14.15289925
625	14.15259687
626	14.15255303
627	14.15225532
628	14.15216433
629	14.15187149
630	14.15178235
631	14.15071319
632	14.14659448
633	14.14631021
634	14.14544737
635	14.14147362
636	14.14135715
637	14.141077
638	14.1408012
639	14.14052967
640	14.14026235
641	14.13941158
642	14.13935956
643	14.13909652
644	14.13901081
645	14.13817268
646	14.13734714
647	14.13730345
648	14.13681468
649	14.13649589
650	14.1356825
651	14.13542722
652	14.1351759
653	14.13437464
654	14.13396023
655	14.13387834
656	14.13308897
657	14.13231146
658	14.12789765
659	14.12679444
660	14.12602808
661	14.12562749
662	14.12397071
663	14.12224713
664	14.12205828
665	14.12166875
666	14.12092734
667	14.12018892
668	14.11946835
669	14.11884782
670	14.11832729
671	14.11402259
672	14.11378334
673	14.11341422
674	14.11331518
675	14.11167612
676	14.10518388
677	14.09962073
678	14.09938683
679	14.09869121
680	14.09764886
681	14.0972966
682	14.09658361
683	14.0963248
684	14.09581373
685	14.09549982
686	14.09480191
687	14.09470718
688	14.09448091
689	14.09379341
690	14.09331397
691	14.09309103
692	14.08726773
693	14.08704826
694	14.08672427
695	14.08650841
696	14.08633624
697	14.08612364
698	14.0856741
699	14.08536364
700	14.08506577
701	14.08439148
702	14.08372735
703	14.08317772
704	14.08308656
705	14.08243245
706	14.08222585
707	14.08202242
708	14.08178387
709	14.08158351
710	14.08135183
711	14.08115449
712	14.08108879
713	14.08100141
714	14.0808073
715	14.08030316
716	14.08024008
717	14.07959546
718	14.07677877
719	14.0765853
720	14.07635915
721	14.07592185
722	14.07144476
723	14.07125375
724	14.06582152
725	14.06563229
726	14.05872386
727	14.05709921
728	14.05605021
729	14.0558635
730	14.05562163
731	14.05497768
732	14.05479312
733	14.05431805
734	14.05368385
735	14.05344739
736	14.04220801
737	14.04099921
738	14.04068967
739	14.03987893
740	14.03969763
741	14.03949141
742	14.03887001
743	14.03825796
744	14.03603567
745	14.03542477
746	14.03524911
747	14.03464878
748	14.03418797
749	14.02875963
750	14.02845157
751	14.02817789
752	14.02387524
753	14.02236442
754	14.01824612
755	14.01460512
756	14.01440877
757	14.01395605
758	14.01251555
759	14.01208107
760	14.01188545
761	14.01169326
762	14.01122893
763	14.00871133
764	14.00846785
765	14.00788376
766	14.0071746
767	14.00680128
768	13.99922438
769	13.99864516
770	13.99807466
771	13.99785241
772	13.99750816
773	13.99722974
774	13.99703373
775	13.99586771
776	13.99570958
777	13.99514704
778	13.99469922
779	13.99428275
780	13.99372943
781	13.99324189
782	13.99302809
783	13.99247263
784	13.99231952
785	13.9919172
786	13.98832996
787	13.98778438
788	13.98770851
789	13.9875595
790	13.98702206
791	13.98496567
792	13.98481892
793	13.98467441
794	13.98268466
795	13.98213677
796	13.98193808
797	13.97807459
798	13.97430364
799	13.97015534
800	13.96914857
801	13.968728
802	13.96005919
803	13.95992274
804	13.95079015
805	13.95059995
806	13.95021779
807	13.94997353
808	13.94978827
809	13.94947408
810	13.94930836
811	13.94875991
812	13.94778616
813	13.94702862
814	13.94651692
815	13.94557471
816	13.94542765
817	13.93110687
818	13.93069722
819	13.93032414
820	13.93016418
821	13.93000663
822	13.9281299
823	13.92796035
824	13.92743123
825	13.92691016
826	13.9265252
827	13.92637148
828	13.92605532
829	13.92574534
830	13.92127699
831	13.92087926
832	13.92071674
833	13.92033419
834	13.92011745
835	13.91974533
836	13.91874688
837	13.91858454
838	13.91807564
839	13.91438879
840	13.91427142
841	13.9137696
842	13.91370118
843	13.91355647
844	13.91341395
845	13.91291948
846	13.91285008
847	13.91261039
848	13.91240488
849	13.91191726
850	13.91077599
851	13.91032881
852	13.90977933
853	13.90941172
854	13.90905921
855	13.90636219
856	13.90293263
857	13.8962669
858	13.89596255
859	13.895726
860	13.89566425
861	13.89555547
862	13.89194634
863	13.89181997
864	13.89167539
865	13.89153865
866	13.89133358
867	13.8911911
868	13.89107198
869	13.890955
870	13.89072649
871	13.89051852
872	13.8904232
873	13.89029648
874	13.88993675
875	13.88981096
876	13.88872385
877	13.88859209
878	13.88846294
879	13.88835409
880	13.88830747
881	13.88719369
882	13.8869234
883	13.88584203
884	13.88573448
885	13.88564651
886	13.88555988
887	13.88551385
888	13.88284441
889	13.881265
890	13.88121957
891	13.88073439
892	13.87784484
893	13.87760963
894	13.87713278
895	13.87707527
896	13.8769917
897	13.8769719
898	13.87695252
899	13.87176007
900	13.86925155
901	13.86878143
902	13.86532116
903	13.8641212
904	13.86407884
905	13.86405943
906	13.86404043
907	13.86396034
908	13.86137363
909	13.86125981
910	13.86124163
911	13.86111272
912	13.86064849
913	13.86063066
914	13.86052025
915	13.85995705
916	13.85991519
917	13.85982341
918	13.85973327
919	13.85930726
920	13.85923329
921	13.85916046
922	13.85905547
923	13.8589848
924	13.85888244
925	13.85886691
926	13.85833661
927	13.85829486
928	13.8578393
929	13.85773858
930	13.85765715
931	13.85761603
932	13.85757557
933	13.85750904
934	13.85741099
935	13.857396
936	13.85694688
937	13.85362286
938	13.85352792
939	13.85351299
940	13.85343811
941	13.85339821
942	13.85049338
943	13.85037104
944	13.85015825
945	13.84971365
946	13.84962271
947	13.84960862
948	13.84868663
949	13.84864907
950	13.84857845
951	13.84853782
952	13.84846846
953	13.84841458
954	13.84837757
955	13.84832124
956	13.84811357
957	13.84807746
958	13.84799175
959	13.84792534
960	13.84764338
961	13.84755975
962	13.84755395
963	13.84751937
964	13.84743744
965	13.84463301
966	13.84419135
967	13.84413872
968	13.84405929
969	13.84165654
970	13.8412217
971	13.84117039
972	13.84105576
973	13.84062775
974	13.84055607
975	13.8404409
976	13.84039074
977	13.83996885
978	13.83993178
979	13.83941029
980	13.839299
981	13.836898
982	13.83682077
983	13.83640552
984	13.83361282
985	13.83359982
986	13.83358709
987	13.83357404
988	13.83007422
989	13.82992593
990	13.82972143
991	13.82671099
992	13.82667729
993	13.82660396
994	13.82659178
995	13.82651955
996	13.82651429
997	13.82610158
998	13.8260302
999	13.82576501
