4,4,0.1,adam,35.52577696528797,36.015052575106715
4,4,0.1,sgd,nan,nan
4,4,0.1,RMSprop,36.782116729547,35.63229812827765
4,4,0.3,adam,39.546821471376745,38.90955988682953
4,4,0.3,sgd,nan,nan
16,8,0.1,adam,35.57614544998197,35.73131861625349
16,8,0.1,RMSprop,35.64427554665827,35.752679991371494
8,8,0.1,adam,35.005084983493184,36.128886143220406
8,8,0.1,RMSprop,33.690787044664226,35.07722576692993
8,8,0.1,RMSprop,34.01185956655764,35.53495198605108
8,8,0.1,RMSprop,34.28700138277867,34.70048705327745
8,8,0.1,RMSprop,36.22277104182571,36.70123159943842
8,8,0.1,RMSprop,34.71320084760002,35.10507696750117
8,8,0.1,RMSprop,29.727908953314735,30.938081854865665
8,8,0.1,RMSprop,32.502924405393145,30.456192318882263
8,8,0.1,RMSprop,30.821956180390856,30.724470889284497
8,8,0.1,RMSprop,34.33057692442455,34.22448133545763
8,8,0.1,RMSprop,34.46072600066078,35.38328847844227
8,8,0.1,RMSprop,32.6052949371792,29.137596436909266
8,8,0.1,RMSprop,30.389422359211103,29.41470010791506
8,8,0.1,RMSprop,30.904726652162417,30.69881916613806
