,drought,sst
250,34,55.35876730930051
251,18,57.8785362686894
252,10,76.42953082380993
253,9,79.64371347912538
254,5,71.35774844784058
255,2,60.52656915614661
256,4,43.585725853899774
257,2,24.89404899494908
258,1,3.7273862068975188
259,3,-2.2112046871469917
260,0,-17.831957296795576
261,0,-26.619692147393426
262,2,-31.39192184088952
263,17,-37.33117107933876
264,18,-45.82252795062023
265,38,-47.09739880890326
266,49,-36.51138967631945
267,26,-48.641458485306565
268,34,-51.258748367550446
269,54,-53.832539343565315
270,60,-49.51756689050027
271,61,-44.90332898575322
272,76,-42.29216756685859
273,78,-50.20978370795483
274,67,-46.0641038634108
275,69,-40.79355135596828
276,63,-39.4568254094309
277,64,-44.764494404058766
278,64,-47.00642322828225
279,103,-45.727668979806175
280,86,-47.25767952998034
281,62,-46.37118402511036
282,62,-34.09193260412003
283,84,-26.629763252076124
284,84,-16.18330601841072
285,79,-16.70476480511419
286,74,-22.15310836348435
287,51,-18.997303639536543
288,39,-20.799375877330796
289,37,-16.596216483886476
290,31,-7.261852132308394
291,0,-6.52262094284674
292,10,-4.362548241302744
293,8,-1.443224783068881
294,5,2.6954221771447657
295,2,5.990575775893867
296,1,5.080562773673631
297,1,-1.6749494141239187
298,7,-7.898976372194706
299,15,-4.291523306048182
300,14,-0.6844372851371687
301,9,-5.385517785462234
302,9,10.93209645040349
303,6,12.61523214553791
304,16,18.807396344499967
305,28,26.383650848233774
306,38,23.047546198983508
307,79,17.864705882173617
308,116,19.678808641954628
309,132,29.35064378665369
310,136,35.646128737107944
311,142,45.66020365535316
312,99,40.10661113648441
313,116,41.19878081846198
314,96,40.1221418070253
315,129,26.307859806065945
316,92,15.662269936134729
317,111,18.204221912434498
318,88,23.41919353111075
319,65,29.879071889128166
320,58,25.476562844645315
321,37,24.989547702636113
322,56,24.857264932944556
323,38,14.785631678477902
324,45,24.635415613811904
325,30,23.19517617085519
326,37,14.08267641797774
327,47,21.056475242081422
328,45,3.579222169983071
329,44,6.908512565371896
330,59,11.73916398462953
331,70,21.736584657118996
332,72,23.7550301136958
333,95,24.886219052772862
334,55,23.43867969793784
335,44,23.468297635623234
336,49,26.488263735243557
337,53,18.88191570988522
338,59,29.332658008653496
339,39,29.665578904953563
340,64,34.47157445877776
341,41,29.07606263667993
342,42,20.29845892308464
343,42,21.28713011720172
344,30,8.18894100734602
345,21,-6.7149922485155535
346,13,-15.635150141910012
347,29,-16.493386387191617
348,33,-10.439215154646169
349,33,-6.848389981493786
350,30,-12.334874583815864
351,30,-11.29054788695789
352,29,-1.602333659635657
353,23,2.56837267822526
354,13,10.970402303259585
355,7,23.922507464683203
356,34,24.744471770971593
357,18,33.28218417731982
358,19,36.29577166902039
359,17,32.98545560964301
360,2,31.774685538936914
361,1,28.788009152835954
362,0,16.89380737019281
363,1,14.281365926317008
364,0,6.454290047080999
365,0,9.567662892841204
366,0,8.120664938244262
367,1,-1.8252228707680618
368,0,-12.97853468199114
369,2,-21.077882741812584
370,20,-28.315043902985977
371,23,-31.61383547447447
372,35,-32.578574149184156
373,32,-44.40033153369171
374,43,-49.12701494139767
375,59,-44.678575381374785
376,65,-28.751185303358017
377,57,-19.667130840011307
378,62,-12.161173707436422
379,90,-0.8930001335210662
380,87,1.0180569115298526
381,108,-4.767614964318229
382,89,-16.18306799756653
383,72,-23.604779609791592
384,70,-21.1862941974613
385,65,-20.713175020306178
386,61,-15.423326292580176
387,48,-8.907153843063165
388,37,5.624725905198905
389,81,27.824683835405057
390,105,33.63870731293108
391,109,37.118209751769825
392,92,35.166848277115676
393,126,43.920400577020466
394,102,50.75468703510853
395,154,59.83992809814046
396,115,61.25459362012313
397,133,65.82879369715212
398,102,59.76182174063209
399,84,54.82310414619647
400,78,33.759926034349654
401,62,8.573358906372366
402,64,-0.06432976749071012
403,64,-12.511074665941678
404,51,-26.30997696509359
405,40,-30.618567648872745
406,42,-39.16390705487997
407,38,-45.13769240972301
408,39,-48.25491573021587
409,41,-39.72028457721376
410,42,-38.79483588501623
411,59,-36.181399596604756
412,80,-28.634587456445256
413,96,-23.045341713330846
414,96,-22.494618578096816
415,93,-16.1494763459967
416,59,-20.12912023831105
417,48,-21.045263764921785
418,37,-17.69973661999683
419,24,-26.864462481591595
420,23,-16.996116861779456
421,20,-8.43876805904331
422,22,-16.83008238293638
423,19,-3.5698910372149872
424,0,1.5643566746354574
425,0,8.673857763041761
426,1,12.076446803463638
427,0,20.978703173799662
428,0,19.113361621541287
429,0,21.130827260750287
430,0,23.586052561533407
431,0,23.840151994792045
432,0,15.206918790542428
433,0,10.624987435796214
434,1,8.368463875846725
435,14,9.429043425571331
436,33,1.553486373421006
437,18,-8.394200001313074
438,16,-6.0865625703654604
439,7,2.050879254179044
440,4,7.087566024499538
441,13,11.881338696206868
442,1,21.339986481104145
443,0,9.404934182288189
444,1,14.656498506033435
445,0,18.46033068257809
446,0,25.469744364362718
447,0,34.67615112750653
448,3,38.37267568513694
449,0,37.22221160058412
450,0,34.47471812509553
451,11,34.92216619221924
452,10,37.89160201861985
453,12,44.74273238453729
454,11,48.279216397900605
455,19,44.70914620639761
456,16,43.486255198981226
457,19,40.23362142265424
458,22,43.60980511895416
459,22,57.990656038629176
460,13,63.30316689495841
461,12,69.19452523026443
462,11,79.23097422644581
463,26,86.24704350562853
464,39,95.14121455243637
465,61,100.2033473031628
466,87,97.67506387212393
467,82,98.37885159252039
