,0,1,2,3,4,5
0,-1.0980153493079579,4.28193400643843,1.639381332009844,-5.636548804159794,7.81556532407754,2.25824802440006
1,1.89753384200078,-1.7992682128351312,-0.12487709078663893,-7.307616112687449,0.2702506085698486,-2.431904711035538
2,1.9321096619161309,-1.953160425191607,-1.951204832491541,-6.498382318162909,-1.547713120749983,-2.630775943842905
3,-0.3398657524520291,-3.5230502825786636,-1.7893651601586926,2.411277041469531,5.27470007519331,-3.0478675096865278
4,3.9265542612875,-1.1067136024907875,-4.203147809072104,0.38698335886319324,-0.5356558912167237,-1.8778321087019705
5,-0.8098689668607443,-1.5391574845669718,-1.1175021214882024,2.3429857331094337,-1.7637343382446435,-2.720529974218821
6,-1.0709132381483761,-3.142504189377211,10.907583003253198,-0.3915767146481688,-1.370205796666784,-3.684514395051721
7,0.03266910100626647,-3.7839765010834325,10.159062581317329,5.962211178651397,-3.764474864862083,-4.046955631017155
8,1.4300922184598048,-1.7832069890144462,11.245943149396293,6.278001535930216,3.235447945098919,0.9867766630828937
9,0.6181750264827484,-2.6122861993208946,17.01813902775538,-1.384352056051966,-2.6099450480476656,5.732491175622665
10,-3.831274228196309,-2.2760991703971603,-1.5348411944535434,-0.42121682427120416,-2.501106667707092,1.183983701458089
11,-1.1322429641360114,-4.105432863419478,-1.590257184746319,-2.7826413422865635,-0.6667299745166019,1.4221973954718004
12,1.9603166047685512,-4.269297468978882,-0.721371211410537,2.239983122770327,-0.7071769025159227,-1.7248811672007551
13,-2.1637542711323805,-4.183477478949576,-0.9512120828355406,2.667895650617088,-1.1734361562301656,6.483006972601102
14,-2.2882019992504588,2.125387638497869,-3.8063145847173017,3.8686057274726524,-4.819622408079566,-3.3239814385037083
15,-3.7622747570044988,-1.117975202734683,-3.6946200782097676,11.051212544551918,-5.960659096508577,3.1217901587697043
16,-0.5437911949336763,-2.324755387882024,-0.603272455730218,5.024877794908928,-0.9281031129299805,2.5218600546987555
17,-1.4445384054470962,-1.3328321341197742,0.35489245682970605,2.925059489155883,-2.235599736111859,2.7244141413434813
18,0.5796582856495731,-1.539515566702512,-2.1978515683897166,6.368402562799714,-0.7953055053989329,-0.41755016675555945
19,-0.5135952721850112,-4.259886725434043,2.337579467456523,3.501039111780358,1.9790110585365572,6.212792462893956
20,-1.9644257544020705,3.964635726323512,1.7513951105341725,2.112298406619273,-2.399711211750686,4.600893325959203
21,-2.034675447400249,-1.6525555046900746,-5.127217582604886,-5.332667936473172,-3.5224171010086858,-3.320176054448638
22,2.0403501310117207,-2.7299357042171795,5.334670956075265,-4.899627086371972,-1.1726768452945986,-0.2551946292681433
23,-2.6316153167325425,3.9844828887596364,-1.3435582167735352,-1.2681904552761532,-3.547302391387366,6.914897897799981
24,-2.852239490993867,-0.9153727498096981,-2.5773454374900626,-0.7203364857374156,-1.2557786878233659,0.13994780742813379
25,3.209746652155152,2.2531082240016533,2.6107879305983763,-0.5129707621776082,-0.499945753875962,2.6023910760378413
26,1.1984458591467622,9.491861271064478,-2.086276253014777,-1.005563590030184,-4.152597008249476,-2.9139846689424242
27,3.1632403327981518,3.3590020577550397,14.880041823997468,-3.1942070144352845,5.1490347536291265,4.310061440845542
28,-0.9856492960204196,-1.850549376923687,-1.5994351013219825,-1.9997263406142305,0.6622686689902766,0.2371343530912439
29,-0.834307360061295,-4.544554395462067,6.407976069992127,3.1190770529377088,-0.00019971471802558157,1.4140392841030338
30,-2.7865060958175567,1.1124947213288872,-3.5521865430602793,2.424316778010813,-3.0167977791843392,-1.443862154639747
31,-1.7074719036886628,-3.518995958040515,-0.883986952229443,-1.5853909563647428,-3.885090770709782,0.5013348496966432
32,-1.8494155600787214,-3.986164065966111,-6.401924498504497,0.8521782702608485,-4.847947949796036,0.09045857942789388
33,1.2163143785098087,5.309882946335182,-5.848558011913561,2.1452276713093585,0.4699844265385981,-1.5468241097047049
34,-1.1385271299960515,2.089513950253173,-2.5533802033379915,-3.7518446773110763,-4.443890653801869,0.3942180184098086
35,0.8410083555547394,-10.777999423314647,-2.0319566221086722,-3.733921245900158,-0.16474363047716375,-1.4974534478340484
36,-0.18410818509136806,-4.192127935368768,0.7780963242871185,-5.545119378841942,-1.5879380964078509,-1.8415337547685109
37,0.8235179634164608,-5.663007865486727,-2.602277160972295,-2.4001113629693913,-1.9637712774616618,-2.5327555078740103
38,3.382090784162233,2.0824123730883684,0.9809830398564535,-7.365555598775052,8.89089137319512,1.1058968201976915
39,0.6850339446100902,-4.362455460222555,-1.8470500468273452,-5.198551547945532,5.08954136843269,-3.2693311553109177
40,-0.5011100547894043,-1.3123957310349896,4.044125447994278,0.6289485328647654,0.3345571095506551,2.0476008736692655
41,-2.6863099701383786,2.0102273023788415,-6.140898383210049,-2.3287279907812217,-3.51740974852682,1.5472365095802618
42,-2.26159832210199,-1.0286835282397608,-5.3124535483667925,3.173117648332433,-1.3055401989154556,5.472013316866863
43,1.5999807411339795,2.8218217323860104,-0.9026609945242774,-0.11954992226451118,-1.821890164352195,2.6911378308382092
44,-1.902957722861566,-3.4629635816162057,-8.084577047791866,0.534726323126841,-4.733729900260991,4.370097159472774
45,-2.5495340008328315,-5.517762702537325,-4.14253726062165,-4.721646262732741,-5.212293571569546,0.2553888194574836
46,-1.4579157611742048,-1.988738974517446,0.9506564817564924,-4.59036768530532,-1.7302254995049402,0.5406943442940783
47,5.459212869816557,1.50822544537791,7.821939274220959,2.1167765633929063,3.4693982125796605,-3.526869562024494
48,1.3981080386156215,-0.6613656158523707,5.892927481800111,0.7676771877196966,2.4857134928045643,5.598414421668203
49,-1.2464037648917816,3.11185922530285,6.682995363938454,-3.5731923102197416,-3.870433701540977,-2.842191082686567
50,0.529741449887764,4.838833988409846,-2.959352501310862,4.167711831226298,-2.712940764623686,0.6065756114002627
51,-1.1375386936616005,8.698870344191635,-1.588715417612356,-1.6186290874359162,-1.1780889082448889,2.8383470924398533
52,6.309673504388751,10.017330486765692,-1.1806341317940316,-1.2506711330588731,4.054214763595817,2.573757035581568
53,-0.4911140428997237,-2.4918664840043103,-4.91809763487303,-1.719010257864417,-2.470210740728206,-0.5102272753027581
54,-1.3244422823162445,0.10569725603324,9.077283473591843,1.9004399239958891,0.9357242952306557,-1.2533492363746743
